X - .MC:I	Y - .MC:I	
0.6975	-590.7	
0.69885	-575.7	
0.69885	-625.7	
0.7002	-635.8	
0.7002	-590.7	
0.70156	-585.8	
0.70156	-620.7	
0.70291	-620.7	
0.70291	-580.7	
0.70426	-575.7	
0.70426	-625.7	
0.70562	-635.8	
0.70562	-575.7	
0.70698	-575.7	
0.70698	-625.7	
0.70833	-625.7	
0.70833	-570.8	
0.70968	-560.7	
0.70968	-625.7	
0.71104	-620.7	
0.71104	-565.8	
0.71239	-560.7	
0.71239	-620.7	
0.71374	-625.7	
0.71374	-560.7	
0.7151	-555.8	
0.7151	-625.7	
0.71645	-625.7	
0.71645	-560.7	
0.71781	-565.8	
0.71781	-625.7	
0.71916	-625.7	
0.71916	-560.7	
0.72052	-550.8	
0.72052	-625.7	
0.72187	-625.7	
0.72187	-545.7	
0.72322	-550.8	
0.72322	-620.7	
0.72458	-620.7	
0.72458	-540.8	
0.72594	-545.7	
0.72594	-620.7	
0.72729	-630.8	
0.72729	-535.8	
0.72864	-535.8	
0.72864	-620.7	
0.73	-620.7	
0.73	-540.8	
0.73135	-540.8	
0.73135	-620.7	
0.7327	-620.7	
0.7327	-535.8	
0.73406	-535.8	
0.73406	-615.8	
0.73541	-605.7	
0.73541	-530.7	
0.73677	-535.8	
0.73677	-600.8	
0.73812	-600.8	
0.73812	-530.7	
0.73948	-520.8	
0.73948	-595.7	
0.74083	-590.7	
0.74083	-530.7	
0.74218	-535.8	
0.74218	-585.8	
0.74354	-605.7	
0.74354	-530.7	
0.74489	-525.8	
0.74489	-600.8	
0.74625	-590.7	
0.74625	-530.7	
0.7476	-525.8	
0.7476	-575.7	
0.74896	-590.7	
0.74896	-520.8	
0.75031	-525.8	
0.75031	-585.8	
0.75166	-575.7	
0.75166	-535.8	
0.75302	-530.7	
0.75302	-575.7	
0.75437	-570.8	
0.75437	-525.8	
0.75573	-530.7	
0.75573	-575.7	
0.75708	-575.7	
0.75708	-530.7	
0.75844	-525.8	
0.75844	-560.7	
0.75979	-570.8	
0.75979	-520.8	
0.76114	-535.8	
0.76114	-560.7	
0.7625	-565.8	
0.7625	-530.7	
0.76385	-535.8	
0.76385	-565.8	
0.76521	-570.8	
0.76521	-525.8	
0.76656	-530.7	
0.76656	-565.8	
0.76792	-565.8	
0.76792	-525.8	
0.76927	-525.8	
0.76927	-585.8	
0.77062	-565.8	
0.77062	-525.8	
0.77198	-530.7	
0.77198	-555.8	
0.77333	-565.8	
0.77333	-530.7	
0.77469	-530.7	
0.77469	-560.7	
0.77604	-565.8	
0.77604	-525.8	
0.7774	-530.7	
0.7774	-560.7	
0.77875	-570.8	
0.77875	-525.8	
0.7801	-525.8	
0.7801	-570.8	
0.78146	-560.7	
0.78146	-535.8	
0.78282	-530.7	
0.78282	-560.7	
0.78417	-565.8	
0.78417	-535.8	
0.78552	-525.8	
0.78552	-570.8	
0.78688	-565.8	
0.78688	-520.8	
0.78823	-525.8	
0.78823	-565.8	
0.78958	-565.8	
0.78958	-520.8	
0.79094	-525.8	
0.79094	-560.7	
0.7923	-565.8	
0.7923	-520.8	
0.79365	-520.8	
0.79365	-560.7	
0.795	-565.8	
0.795	-515.7	
0.79636	-505.8	
0.79636	-565.8	
0.79771	-565.8	
0.79771	-505.8	
0.79907	-510.8	
0.79907	-575.7	
0.80042	-570.8	
0.80042	-505.8	
0.80177	-500.7	
0.80177	-560.7	
0.80313	-560.7	
0.80313	-490.8	
0.80448	-490.8	
0.80448	-575.7	
0.80584	-565.8	
0.80584	-490.8	
0.80719	-495.8	
0.80719	-570.8	
0.80854	-570.8	
0.80854	-490.8	
0.8099	-475.8	
0.8099	-575.7	
0.81125	-555.8	
0.81125	-480.8	
0.81261	-485.7	
0.81261	-560.7	
0.81396	-555.8	
0.81396	-480.8	
0.81531	-475.8	
0.81531	-545.7	
0.81667	-550.8	
0.81667	-480.8	
0.81803	-475.8	
0.81803	-555.8	
0.81938	-560.7	
0.81938	-460.8	
0.82074	-475.8	
0.82074	-550.8	
0.82209	-560.7	
0.82209	-480.8	
0.82344	-475.8	
0.82344	-545.7	
0.82479	-535.8	
0.82479	-480.8	
0.82615	-465.8	
0.82615	-535.8	
0.8275	-530.7	
0.8275	-470.7	
0.82886	-460.8	
0.82886	-520.8	
0.83021	-520.8	
0.83021	-460.8	
0.83157	-475.8	
0.83157	-535.8	
0.83293	-520.8	
0.83293	-475.8	
0.83428	-475.8	
0.83428	-520.8	
0.83563	-520.8	
0.83563	-470.7	
0.83699	-470.7	
0.83699	-515.7	
0.83834	-515.7	
0.83834	-470.7	
0.83969	-465.8	
0.83969	-515.7	
0.84105	-520.8	
0.84105	-470.7	
0.84241	-475.8	
0.84241	-510.8	
0.84376	-505.8	
0.84376	-475.8	
0.84511	-470.7	
0.84511	-510.8	
0.84646	-510.8	
0.84646	-470.7	
0.84782	-475.8	
0.84782	-525.8	
0.84918	-520.8	
0.84918	-460.8	
0.85053	-475.8	
0.85053	-520.8	
0.85189	-510.8	
0.85189	-475.8	
0.85324	-475.8	
0.85324	-500.7	
0.85459	-505.8	
0.85459	-475.8	
0.85595	-470.7	
0.85595	-505.8	
0.8573	-505.8	
0.8573	-470.7	
0.85866	-465.8	
0.85866	-510.8	
0.86001	-510.8	
0.86001	-465.8	
0.86136	-475.8	
0.86136	-505.8	
0.86272	-505.8	
0.86272	-480.8	
0.86407	-470.7	
0.86407	-510.8	
0.86543	-510.8	
0.86543	-465.8	
0.86678	-465.8	
0.86678	-510.8	
0.86813	-505.8	
0.86813	-470.7	
0.86949	-460.8	
0.86949	-515.7	
0.87085	-510.8	
0.87085	-465.8	
0.8722	-470.7	
0.8722	-505.8	
0.87355	-500.7	
0.87355	-480.8	
0.87491	-460.8	
0.87491	-505.8	
0.87626	-515.7	
0.87626	-460.8	
0.87762	-455.7	
0.87762	-510.8	
0.87897	-515.7	
0.87897	-455.7	
0.88032	-460.8	
0.88032	-505.8	
0.88168	-500.7	
0.88168	-460.8	
0.88303	-455.7	
0.88303	-505.8	
0.88439	-505.8	
0.88439	-465.8	
0.88574	-440.7	
0.88574	-510.8	
0.88709	-520.8	
0.88709	-445.7	
0.88845	-455.7	
0.88845	-510.8	
0.88981	-520.8	
0.88981	-455.7	
0.89116	-445.7	
0.89116	-500.7	
0.89251	-505.8	
0.89251	-450.7	
0.89387	-440.7	
0.89387	-500.7	
0.89522	-500.7	
0.89522	-435.7	
0.89657	-425.7	
0.89657	-505.8	
0.89793	-505.8	
0.89793	-440.7	
0.89929	-415.7	
0.89929	-515.7	
0.90064	-515.7	
0.90064	-420.7	
0.90199	-425.7	
0.90199	-505.8	
0.90335	-495.8	
0.90335	-425.7	
0.9047	-415.7	
0.9047	-495.8	
0.90605	-510.8	
0.90605	-415.7	
0.90741	-410.7	
0.90741	-495.8	
0.90876	-495.8	
0.90876	-415.7	
0.91012	-410.7	
0.91012	-500.7	
0.91147	-470.7	
0.91147	-415.7	
0.91283	-420.7	
0.91283	-485.7	
0.91418	-495.8	
0.91418	-425.7	
0.91553	-410.7	
0.91553	-475.8	
0.91689	-475.8	
0.91689	-410.7	
0.91824	-405.7	
0.91824	-475.8	
0.9196	-475.8	
0.9196	-405.7	
0.92095	-410.7	
0.92095	-480.8	
0.92231	-475.8	
0.92231	-415.7	
0.92366	-415.7	
0.92366	-485.7	
0.92501	-465.8	
0.92501	-405.7	
0.92637	-410.7	
0.92637	-470.7	
0.92773	-450.7	
0.92773	-410.7	
0.92908	-405.7	
0.92908	-470.7	
0.93043	-460.8	
0.93043	-400.7	
0.93179	-415.7	
0.93179	-440.7	
0.93314	-455.7	
0.93314	-410.7	
0.9345	-415.7	
0.9345	-445.7	
0.93585	-445.7	
0.93585	-410.7	
0.93721	-410.7	
0.93721	-465.8	
0.93856	-445.7	
0.93856	-410.7	
0.93991	-405.7	
0.93991	-460.8	
0.94126	-460.8	
0.94126	-415.7	
0.94262	-415.7	
0.94262	-445.7	
0.94398	-445.7	
0.94398	-415.7	
0.94533	-405.7	
0.94533	-455.7	
0.94669	-455.7	
0.94669	-415.7	
0.94804	-415.7	
0.94804	-450.7	
0.94939	-450.7	
0.94939	-410.7	
0.95075	-415.7	
0.95075	-455.7	
0.9521	-445.7	
0.9521	-405.7	
0.95345	-410.7	
0.95345	-445.7	
0.95481	-450.7	
0.95481	-405.7	
0.95616	-410.7	
0.95616	-445.7	
0.95752	-445.7	
0.95752	-415.7	
0.95887	-405.7	
0.95887	-445.7	
0.96023	-450.7	
0.96023	-415.7	
0.96158	-415.7	
0.96158	-445.7	
0.96293	-440.7	
0.96293	-415.7	
0.96429	-415.7	
0.96429	-445.7	
0.96564	-450.7	
0.96564	-410.7	
0.967	-410.7	
0.967	-450.7	
0.96835	-450.7	
0.96835	-400.7	
0.96971	-400.7	
0.96971	-455.7	
0.97106	-445.7	
0.97106	-405.7	
0.97241	-415.7	
0.97241	-445.7	
0.97377	-440.7	
0.97377	-405.7	
0.97512	-400.7	
0.97512	-455.7	
0.97648	-455.7	
0.97648	-385.7	
0.97783	-380.7	
0.97783	-450.7	
0.97918	-450.7	
0.97918	-405.7	
0.98054	-390.7	
0.98054	-445.7	
0.98189	-445.7	
0.98189	-400.7	
0.98325	-380.7	
0.98325	-445.7	
0.98461	-445.7	
0.98461	-385.7	
0.98596	-390.7	
0.98596	-450.7	
0.98731	-450.7	
0.98731	-390.7	
0.98866	-365.7	
0.98866	-445.7	
0.99002	-455.7	
0.99002	-375.7	
0.99137	-375.7	
0.99137	-440.7	
0.99273	-440.7	
0.99273	-360.7	
0.99409	-370.7	
0.99409	-445.7	
0.99544	-450.7	
0.99544	-375.7	
0.99679	-370.7	
0.99679	-440.7	
0.99815	-450.7	
0.99815	-365.7	
0.9995	-355.7	
0.9995	-440.7	
1.00085	-440.7	
1.00085	-345.7	
1.00221	-370.7	
1.00221	-440.7	
1.00357	-435.7	
1.00357	-360.7	
1.00492	-355.7	
1.00492	-445.7	
1.00627	-445.7	
1.00627	-360.7	
1.00762	-355.7	
1.00762	-440.7	
1.00898	-440.7	
1.00898	-355.7	
1.01033	-355.7	
1.01033	-445.7	
1.01169	-435.7	
1.01169	-360.7	
1.01305	-360.7	
1.01305	-425.7	
1.0144	-420.7	
1.0144	-355.7	
1.01575	-360.7	
1.01575	-430.7	
1.0171	-420.7	
1.0171	-355.7	
1.01846	-350.7	
1.01846	-420.7	
1.01981	-405.7	
1.01981	-350.7	
1.02117	-360.7	
1.02117	-400.7	
1.02252	-410.7	
1.02252	-360.7	
1.02388	-360.7	
1.02388	-390.7	
1.02523	-400.7	
1.02523	-355.7	
1.02659	-350.7	
1.02659	-420.7	
1.02794	-400.7	
1.02794	-355.7	
1.02929	-350.7	
1.02929	-400.7	
1.03065	-400.7	
1.03065	-355.7	
1.03201	-360.7	
1.03201	-385.7	
1.03336	-400.7	
1.03336	-355.7	
1.03471	-350.7	
1.03471	-395.7	
1.03606	-405.7	
1.03606	-360.7	
1.03742	-355.7	
1.03742	-390.7	
1.03877	-390.7	
1.03877	-355.7	
1.04013	-350.7	
1.04013	-400.7	
1.04149	-390.7	
1.04149	-355.7	
1.04284	-355.7	
1.04284	-390.7	
1.0442	-395.7	
1.0442	-350.7	
1.04555	-360.7	
1.04555	-395.7	
1.0469	-390.7	
1.0469	-350.7	
1.04825	-355.7	
1.04825	-385.7	
1.04961	-410.7	
1.04961	-350.7	
1.05097	-360.7	
1.05097	-400.7	
1.05232	-390.7	
1.05232	-360.7	
1.05368	-360.7	
1.05368	-390.7	
1.05503	-385.7	
1.05503	-355.7	
1.05638	-355.7	
1.05638	-390.7	
1.05773	-395.7	
1.05773	-355.7	
1.05909	-355.7	
1.05909	-400.7	
1.06045	-395.7	
1.06045	-355.7	
1.0618	-360.7	
1.0618	-385.7	
1.06316	-385.7	
1.06316	-360.7	
1.06451	-360.7	
1.06451	-395.7	
1.06586	-395.7	
1.06586	-335.7	
1.06721	-350.7	
1.06721	-395.7	
1.06857	-395.7	
1.06857	-360.7	
1.06993	-340.7	
1.06993	-400.7	
1.07128	-390.7	
1.07128	-345.7	
1.07263	-350.7	
1.07263	-390.7	
1.07399	-395.7	
1.07399	-340.7	
1.07534	-335.7	
1.07534	-390.7	
1.0767	-395.7	
1.0767	-340.7	
1.07805	-340.7	
1.07805	-390.7	
1.0794	-400.7	
1.0794	-330.7	
1.08076	-330.7	
1.08076	-385.7	
1.08211	-390.7	
1.08211	-360.7	
1.08347	-340.7	
1.08347	-385.7	
1.08482	-405.7	
1.08482	-335.7	
1.08617	-330.7	
1.08617	-390.7	
1.08753	-390.7	
1.08753	-330.7	
1.08889	-315.7	
1.08889	-390.7	
1.09024	-400.7	
1.09024	-305.7	
1.09159	-325.7	
1.09159	-385.7	
1.09295	-385.7	
1.09295	-330.7	
1.0943	-315.7	
1.0943	-385.7	
1.09565	-385.7	
1.09565	-300.7	
1.09701	-305.7	
1.09701	-390.7	
1.09837	-385.7	
1.09837	-305.7	
1.09972	-300.7	
1.09972	-395.7	
1.10108	-385.7	
1.10108	-305.7	
1.10243	-310.7	
1.10243	-380.7	
1.10378	-385.7	
1.10378	-305.7	
1.10513	-290.7	
1.10513	-395.7	
1.10649	-385.7	
1.10649	-305.7	
1.10784	-305.7	
1.10784	-385.7	
1.1092	-395.7	
1.1092	-300.7	
1.11056	-280.7	
1.11056	-385.7	
1.11191	-370.7	
1.11191	-300.7	
1.11326	-305.7	
1.11326	-375.7	
1.11461	-365.7	
1.11461	-300.7	
1.11597	-295.7	
1.11597	-360.7	
1.11733	-370.7	
1.11733	-295.7	
1.11868	-295.7	
1.11868	-350.7	
1.12004	-380.7	
1.12004	-295.7	
1.12139	-295.7	
1.12139	-360.7	
1.12274	-360.7	
1.12274	-300.7	
1.1241	-300.7	
1.1241	-360.7	
1.12545	-355.7	
1.12545	-295.7	
1.12681	-295.7	
1.12681	-370.7	
1.12816	-345.7	
1.12816	-290.7	
1.12952	-300.7	
1.12952	-365.7	
1.13087	-350.7	
1.13087	-285.7	
1.13222	-295.7	
1.13222	-340.7	
1.13357	-340.7	
1.13357	-300.7	
1.13493	-290.7	
1.13493	-340.7	
1.13629	-345.7	
1.13629	-295.7	
1.13764	-295.7	
1.13764	-340.7	
1.13899	-335.7	
1.13899	-290.7	
1.14035	-280.7	
1.14035	-325.7	
1.1417	-345.7	
1.1417	-300.7	
1.14306	-300.7	
1.14306	-325.7	
1.14441	-330.7	
1.14441	-285.7	
1.14576	-290.7	
1.14576	-345.7	
1.14712	-335.7	
1.14712	-290.7	
1.14847	-290.7	
1.14847	-330.7	
1.14983	-335.7	
1.14983	-285.7	
1.15118	-295.7	
1.15118	-325.7	
1.15253	-325.7	
1.15253	-300.7	
1.15389	-300.7	
1.15389	-325.7	
1.15525	-330.7	
1.15525	-295.7	
1.1566	-290.7	
1.1566	-330.7	
1.15795	-330.7	
1.15795	-300.7	
1.15931	-295.7	
1.15931	-335.7	
1.15999	-315.7	
